[Fri Sep  6 02:09:58.744 2024] [1] WARNING: [BUDDY] no SPHINX or HTTP listeners found, disabled
[Fri Sep  6 02:09:58.744 2024] [1] accepting connections
[Fri Sep  6 02:09:58.745 2024] [100] preread 3 tables in 0.001 sec
[Fri Sep  6 02:11:13.783 2024] [1] caught SIGTERM, shutting down
[Fri Sep  6 02:11:13.795 2024] [1] shutdown daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:11:13.795 2024] [1] shutdown complete
[Fri Sep  6 02:11:20.042 2024] [1] Using local time zone '/etc/localtime'
[Fri Sep  6 02:11:20.042 2024] [1] starting daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:11:20.043 2024] [1] listening on all interfaces for mysql, port=9306
[Fri Sep  6 02:11:20.061 2024] [97] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 167: duplicate map-from part
[Fri Sep  6 02:11:20.061 2024] [97] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 191: duplicate map-from part
[Fri Sep  6 02:11:20.061 2024] [97] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 192: duplicate map-from part
[Fri Sep  6 02:11:20.061 2024] [97] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 193: duplicate map-from part
[Fri Sep  6 02:11:20.062 2024] [97] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 199: duplicate map-from part
[Fri Sep  6 02:11:20.062 2024] [97] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 241: duplicate map-from part
[Fri Sep  6 02:11:20.063 2024] [97] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 358: duplicate map-from part
[Fri Sep  6 02:11:20.064 2024] [97] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 621: duplicate map-from part
[Fri Sep  6 02:11:20.064 2024] [97] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 636: duplicate map-from part
[Fri Sep  6 02:11:20.069 2024] [100] binlog: replaying log /var/lib/manticore/binlog.001
[Fri Sep  6 02:11:20.074 2024] [100] binlog: replay stats: 0 commits; 0 updates, 0 reconfigure; 0 pq-add; 0 pq-delete; 0 pq-add-delete, 0 tables
[Fri Sep  6 02:11:20.074 2024] [100] binlog: finished replaying /var/lib/manticore/binlog.001; 0.0 MB in 0.000 sec
[Fri Sep  6 02:11:20.074 2024] [100] binlog: finished replaying total 1 in 0.004 sec
[Fri Sep  6 02:11:20.075 2024] [99] prereading 3 tables
[Fri Sep  6 02:11:20.075 2024] [1] WARNING: [BUDDY] no SPHINX or HTTP listeners found, disabled
[Fri Sep  6 02:11:20.075 2024] [1] accepting connections
[Fri Sep  6 02:11:20.077 2024] [99] preread 3 tables in 0.001 sec
[Fri Sep  6 02:23:00.048 2024] [1] caught SIGTERM, shutting down
[Fri Sep  6 02:23:00.063 2024] [1] shutdown daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:23:00.063 2024] [1] shutdown complete
[Fri Sep  6 02:23:06.524 2024] [1] Using local time zone '/etc/localtime'
[Fri Sep  6 02:23:06.525 2024] [1] starting daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:23:06.525 2024] [1] listening on all interfaces for mysql, port=9306
[Fri Sep  6 02:23:06.546 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 167: duplicate map-from part
[Fri Sep  6 02:23:06.546 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 191: duplicate map-from part
[Fri Sep  6 02:23:06.546 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 192: duplicate map-from part
[Fri Sep  6 02:23:06.546 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 193: duplicate map-from part
[Fri Sep  6 02:23:06.546 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 199: duplicate map-from part
[Fri Sep  6 02:23:06.547 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 241: duplicate map-from part
[Fri Sep  6 02:23:06.547 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 358: duplicate map-from part
[Fri Sep  6 02:23:06.548 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 621: duplicate map-from part
[Fri Sep  6 02:23:06.548 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 636: duplicate map-from part
[Fri Sep  6 02:23:06.554 2024] [99] binlog: replaying log /var/lib/manticore/binlog.001
[Fri Sep  6 02:23:06.554 2024] [99] binlog: replay stats: 0 commits; 0 updates, 0 reconfigure; 0 pq-add; 0 pq-delete; 0 pq-add-delete, 0 tables
[Fri Sep  6 02:23:06.555 2024] [99] binlog: finished replaying /var/lib/manticore/binlog.001; 0.0 MB in 0.000 sec
[Fri Sep  6 02:23:06.555 2024] [99] binlog: finished replaying total 1 in 0.000 sec
[Fri Sep  6 02:23:06.556 2024] [101] prereading 3 tables
[Fri Sep  6 02:23:06.556 2024] [1] WARNING: [BUDDY] no SPHINX or HTTP listeners found, disabled
[Fri Sep  6 02:23:06.557 2024] [1] accepting connections
[Fri Sep  6 02:23:06.559 2024] [101] preread 3 tables in 0.002 sec
[Fri Sep  6 02:25:16.412 2024] [1] caught SIGTERM, shutting down
[Fri Sep  6 02:25:16.451 2024] [1] shutdown daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:25:16.451 2024] [1] shutdown complete
[Fri Sep  6 02:25:23.195 2024] [1] Using local time zone '/etc/localtime'
[Fri Sep  6 02:25:23.196 2024] [1] starting daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:25:23.196 2024] [1] listening on all interfaces for mysql, port=9306
[Fri Sep  6 02:25:23.214 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 167: duplicate map-from part
[Fri Sep  6 02:25:23.214 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 191: duplicate map-from part
[Fri Sep  6 02:25:23.214 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 192: duplicate map-from part
[Fri Sep  6 02:25:23.214 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 193: duplicate map-from part
[Fri Sep  6 02:25:23.214 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 199: duplicate map-from part
[Fri Sep  6 02:25:23.215 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 241: duplicate map-from part
[Fri Sep  6 02:25:23.215 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 358: duplicate map-from part
[Fri Sep  6 02:25:23.216 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 621: duplicate map-from part
[Fri Sep  6 02:25:23.216 2024] [95] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 636: duplicate map-from part
[Fri Sep  6 02:25:23.221 2024] [97] binlog: replaying log /var/lib/manticore/binlog.001
[Fri Sep  6 02:25:23.224 2024] [97] binlog: replay stats: 0 commits; 0 updates, 0 reconfigure; 0 pq-add; 0 pq-delete; 0 pq-add-delete, 0 tables
[Fri Sep  6 02:25:23.224 2024] [97] binlog: finished replaying /var/lib/manticore/binlog.001; 0.0 MB in 0.000 sec
[Fri Sep  6 02:25:23.224 2024] [97] binlog: finished replaying total 1 in 0.003 sec
[Fri Sep  6 02:25:23.225 2024] [98] prereading 3 tables
[Fri Sep  6 02:25:23.225 2024] [1] WARNING: [BUDDY] no SPHINX or HTTP listeners found, disabled
[Fri Sep  6 02:25:23.225 2024] [1] accepting connections
[Fri Sep  6 02:25:23.227 2024] [98] preread 3 tables in 0.001 sec
[Fri Sep  6 02:25:52.778 2024] [1] caught SIGTERM, shutting down
[Fri Sep  6 02:25:52.803 2024] [1] shutdown daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:25:52.803 2024] [1] shutdown complete
[Fri Sep  6 02:25:59.432 2024] [1] Using local time zone '/etc/localtime'
